city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
48,0.91,1,1,0,3,5,11,4,2,1,29,0.0
6,0.924,1,1,0,3,5,10,3,2,5,36,0.0
30,0.897,1,1,2,4,5,16,6,2,1,19,0.0
30,0.897,1,1,0,4,5,21,6,2,5,55,0.0
94,0.802,1,1,0,3,5,13,3,2,2,19,0.0
95,0.855,1,1,0,4,5,15,8,2,5,10,0.0
64,0.624,0,0,0,3,5,5,8,2,1,68,1.0
77,0.7759999999999999,1,1,0,3,5,5,1,2,1,4,0.0
87,0.856,1,1,1,3,5,8,3,2,5,18,1.0
2,0.887,1,1,0,2,0,4,1,2,1,45,0.0
31,0.836,1,1,0,3,5,16,3,3,5,25,0.0
64,0.624,1,1,0,3,5,7,3,2,1,88,0.0
3,0.5579999999999999,1,1,0,3,5,3,3,2,1,26,1.0
64,0.624,1,1,0,4,5,4,6,2,3,157,1.0
13,0.926,1,1,0,3,5,21,4,2,5,72,0.0
65,0.899,1,1,0,3,4,21,6,2,5,28,0.0
74,0.893,1,0,1,4,5,7,5,1,1,35,0.0
5,0.92,1,0,0,4,3,15,3,3,2,8,0.0
11,0.55,1,1,1,3,5,4,2,2,1,26,1.0
85,0.8959999999999999,1,1,0,4,3,10,3,2,1,31,0.0
64,0.624,1,1,0,3,5,6,4,2,0,2,1.0
64,0.624,1,1,0,4,5,6,8,2,1,100,0.0
5,0.92,1,1,0,3,5,21,6,5,5,50,0.0
30,0.897,1,1,0,4,5,15,3,2,1,24,0.0
5,0.92,1,1,2,3,5,21,3,3,2,8,0.0
5,0.92,1,0,2,3,5,19,8,2,5,21,0.0
65,0.899,0,1,0,3,5,16,2,3,4,144,0.0
5,0.92,1,0,0,4,5,21,1,2,4,80,0.0
5,0.92,1,1,0,3,5,7,3,2,4,55,0.0
4,0.804,2,1,0,3,5,18,3,2,3,37,1.0
15,0.743,1,1,0,4,5,6,3,2,5,31,0.0
5,0.92,1,1,0,3,5,4,3,2,4,22,0.0
55,0.878,1,1,0,3,5,4,8,2,1,30,0.0
5,0.92,1,1,0,3,2,21,3,3,5,77,0.0
64,0.624,1,1,0,3,5,4,3,3,1,40,1.0
2,0.887,1,1,0,3,2,2,2,2,1,218,0.0
5,0.92,1,1,0,4,1,21,3,2,2,11,1.0
6,0.924,1,1,0,3,5,18,2,4,1,16,0.0
5,0.92,1,1,0,3,5,16,3,1,1,15,0.0
74,0.893,1,0,1,2,0,2,4,2,1,30,0.0
85,0.8959999999999999,1,1,0,4,3,18,7,5,3,65,0.0
13,0.926,1,1,0,4,5,7,4,2,1,43,0.0
41,0.6890000000000001,1,1,1,3,5,12,4,2,3,30,0.0
0,0.847,1,1,0,4,5,10,3,2,1,59,0.0
64,0.624,1,1,1,3,5,3,8,2,1,106,0.0
5,0.92,1,1,0,3,5,21,3,3,1,2,0.0
3,0.5579999999999999,1,1,1,3,5,1,2,2,1,64,1.0
39,0.555,1,1,0,4,5,12,1,2,1,25,0.0
13,0.926,1,1,0,3,5,10,2,3,2,14,0.0
5,0.92,0,1,0,3,3,2,4,2,1,72,0.0
4,0.804,0,1,0,3,5,5,3,2,0,62,0.0
103,0.939,1,1,0,3,5,20,6,2,5,26,0.0
5,0.92,1,1,0,5,5,21,8,2,5,74,0.0
64,0.624,0,0,1,3,5,0,8,2,4,66,1.0
5,0.92,0,1,1,3,5,7,3,5,4,157,1.0
46,0.7659999999999999,0,1,0,4,5,14,4,2,1,112,0.0
48,0.91,1,1,0,4,5,21,4,2,1,88,1.0
90,0.775,0,1,0,3,5,7,4,2,3,96,1.0
6,0.924,1,0,1,3,5,7,3,2,4,53,0.0
5,0.92,1,0,0,3,5,21,3,2,5,28,1.0
91,0.913,1,1,0,3,5,9,6,2,4,54,0.0
13,0.926,1,1,0,2,0,9,8,2,2,106,0.0
5,0.92,1,1,0,3,5,3,2,2,1,16,0.0
4,0.804,1,1,0,4,5,8,2,2,1,2,0.0
48,0.91,1,1,0,2,0,8,1,4,1,166,0.0
30,0.897,1,1,0,3,3,5,4,2,2,96,0.0
48,0.91,0,1,0,4,5,15,6,2,2,112,0.0
1,0.895,1,0,1,4,5,10,4,1,2,94,0.0
4,0.804,2,0,1,2,0,2,8,2,2,15,0.0
49,0.92,1,1,0,3,5,15,5,2,1,15,0.0
89,0.866,1,0,1,4,5,5,2,1,1,31,0.0
95,0.855,1,1,1,4,5,14,2,2,5,30,0.0
3,0.5579999999999999,1,1,1,3,5,4,3,2,1,104,1.0
51,0.903,1,1,0,3,5,6,5,2,0,60,0.0
104,0.698,1,1,0,4,5,7,8,2,3,48,0.0
101,0.754,1,1,2,3,5,21,4,2,1,68,1.0
21,0.738,1,1,0,3,3,2,4,2,1,12,0.0
64,0.624,1,0,0,3,5,3,4,5,1,39,1.0
5,0.92,1,1,0,3,4,18,4,4,5,166,0.0
112,0.923,1,1,0,3,5,11,3,3,2,152,0.0
64,0.624,1,1,0,3,5,6,3,2,4,99,1.0
5,0.92,1,1,0,3,5,12,4,2,5,9,1.0
64,0.624,1,1,0,3,5,6,8,2,1,56,1.0
5,0.92,1,1,0,3,5,20,4,5,2,56,0.0
13,0.926,1,1,0,3,5,16,3,2,5,46,0.0
5,0.92,1,1,0,3,5,21,1,2,5,12,0.0
48,0.91,1,1,0,3,5,8,6,2,1,32,0.0
64,0.624,1,1,0,3,5,13,2,2,3,42,1.0
64,0.624,1,1,0,3,5,19,7,2,1,117,0.0
78,0.8270000000000001,1,1,0,3,5,21,6,2,2,52,1.0
70,0.939,1,1,0,3,5,11,3,2,4,6,0.0
5,0.92,1,1,0,3,6,14,6,2,5,80,0.0
93,0.6659999999999999,1,1,0,3,5,10,1,5,1,74,0.0
5,0.92,1,1,0,3,5,18,1,2,2,81,0.0
5,0.92,1,1,0,3,5,13,8,2,3,190,0.0
48,0.91,1,1,0,3,5,21,6,2,5,68,1.0
65,0.899,1,1,0,3,5,16,6,2,1,30,0.0
4,0.804,1,1,0,3,5,10,7,2,5,85,0.0
5,0.92,0,0,0,3,5,5,3,1,1,6,0.0
94,0.802,1,1,0,3,5,11,1,2,2,26,0.0
48,0.91,1,1,0,3,5,7,6,2,1,4,0.0
13,0.926,1,1,0,3,5,12,1,2,1,22,0.0
13,0.926,1,0,1,3,5,2,1,2,1,165,0.0
78,0.8270000000000001,1,0,1,3,5,2,3,2,1,20,0.0
5,0.92,1,1,0,3,5,21,6,2,1,34,0.0
48,0.91,1,1,0,3,5,21,7,2,5,7,0.0
57,0.764,1,1,0,3,5,4,2,2,1,78,1.0
5,0.92,0,1,0,4,5,15,5,3,1,15,1.0
104,0.698,1,1,0,3,5,7,8,2,0,139,0.0
5,0.92,1,1,0,3,5,21,7,2,1,8,0.0
5,0.92,1,1,0,5,5,21,8,1,2,80,0.0
93,0.6659999999999999,1,1,0,3,5,10,4,2,5,33,0.0
121,0.949,0,1,0,4,5,6,8,1,1,3,0.0
5,0.92,1,0,0,3,5,12,5,2,1,336,0.0
85,0.8959999999999999,1,1,0,3,5,8,6,2,5,50,0.0
5,0.92,1,1,0,3,5,10,1,2,2,46,1.0
13,0.926,1,1,0,3,5,21,8,2,3,4,0.0
13,0.926,2,0,0,4,5,7,8,2,1,48,0.0
5,0.92,1,1,0,3,5,11,4,2,1,4,0.0
4,0.804,1,1,0,3,5,13,6,2,5,72,0.0
4,0.804,1,0,0,1,0,0,8,2,5,11,0.0
5,0.92,1,1,0,3,5,4,3,2,2,89,0.0
13,0.926,1,1,0,3,5,9,4,2,0,122,0.0
114,0.925,1,1,0,3,5,8,3,2,1,34,0.0
5,0.92,1,1,0,3,3,10,4,2,5,10,0.0
14,0.789,1,0,1,3,5,4,3,2,1,80,0.0
48,0.91,0,0,1,2,0,0,3,3,1,94,0.0
4,0.804,1,1,0,4,6,13,8,1,1,166,0.0
48,0.91,1,1,0,3,5,16,6,2,5,24,0.0
13,0.926,1,0,0,2,0,6,1,3,2,182,0.0
5,0.92,1,1,0,3,5,21,3,2,4,218,0.0
48,0.91,1,1,0,3,1,12,2,2,1,50,0.0
49,0.92,1,0,2,3,5,4,2,2,1,57,0.0
49,0.92,1,1,0,3,5,18,2,5,2,13,0.0
5,0.92,1,1,0,3,5,17,4,2,2,4,0.0
66,0.698,1,0,1,2,0,5,4,2,1,46,0.0
5,0.92,1,1,0,3,5,14,4,2,2,70,0.0
5,0.92,1,1,0,3,5,3,4,5,1,89,0.0
48,0.91,1,1,0,4,5,14,1,2,4,88,0.0
48,0.91,1,0,2,3,5,2,8,1,1,37,0.0
63,0.7959999999999999,1,1,0,4,5,11,4,2,2,26,0.0
6,0.924,1,1,2,3,5,7,4,2,1,94,0.0
13,0.926,1,0,1,2,0,2,8,2,2,11,0.0
13,0.926,1,0,1,3,5,4,3,2,1,44,0.0
95,0.855,1,1,0,4,5,13,3,1,3,46,0.0
48,0.91,1,1,0,3,0,21,6,1,5,7,0.0
64,0.624,0,1,0,3,5,8,6,2,2,220,1.0
5,0.92,1,0,1,3,5,1,8,1,1,17,0.0
13,0.926,1,1,0,2,0,11,2,2,1,120,0.0
5,0.92,1,1,0,3,5,21,6,2,5,50,0.0
49,0.92,1,1,0,3,5,16,6,1,5,54,0.0
121,0.949,1,0,0,3,5,3,1,3,5,43,0.0
13,0.926,1,1,0,4,5,14,4,2,5,117,0.0
64,0.624,1,0,1,4,6,3,3,2,2,80,1.0
5,0.92,1,1,0,4,5,5,1,3,2,60,0.0
5,0.92,1,1,0,3,5,6,8,2,1,70,0.0
48,0.91,2,1,0,4,4,10,1,2,1,105,0.0
48,0.91,1,1,0,3,5,21,1,2,5,300,0.0
64,0.624,1,0,0,3,4,4,3,4,1,74,1.0
5,0.92,1,1,0,3,5,10,3,4,2,67,0.0
93,0.6659999999999999,1,1,0,3,5,14,2,2,1,39,0.0
49,0.92,1,1,0,3,5,16,4,2,1,106,0.0
6,0.924,1,1,0,3,5,16,3,2,2,78,0.0
5,0.92,1,1,0,3,5,21,3,2,5,28,0.0
101,0.754,1,1,0,4,5,19,4,2,5,74,0.0
6,0.924,1,1,0,3,5,21,3,2,5,15,0.0
5,0.92,1,1,0,3,5,19,6,2,1,25,0.0
5,0.92,1,1,0,2,0,15,3,2,1,23,0.0
85,0.8959999999999999,1,1,0,4,5,17,8,2,2,78,0.0
64,0.624,1,1,0,3,5,0,8,2,2,122,1.0
1,0.895,1,1,0,5,5,21,3,2,1,22,0.0
64,0.624,1,1,0,4,5,16,8,2,5,143,0.0
5,0.92,1,1,0,3,5,6,3,2,1,22,0.0
30,0.897,1,1,1,3,5,4,3,3,2,50,0.0
48,0.91,1,1,0,3,5,20,6,2,3,280,1.0
5,0.92,1,1,0,3,5,2,1,2,1,18,0.0
5,0.92,1,1,0,4,5,9,8,2,1,174,0.0
7,0.794,1,0,0,3,5,1,2,2,1,55,0.0
13,0.926,1,1,0,2,0,16,1,2,0,66,0.0
42,0.698,1,1,0,3,3,4,1,3,1,80,1.0
112,0.923,1,1,0,4,5,19,8,2,1,37,0.0
66,0.698,1,1,1,4,5,3,3,1,2,45,0.0
64,0.624,1,1,0,3,5,7,5,2,1,78,1.0
13,0.926,1,1,0,3,5,9,3,2,2,77,0.0
91,0.913,1,1,0,3,5,15,2,2,1,15,0.0
64,0.624,0,1,0,3,5,9,5,2,5,36,1.0
64,0.624,1,1,0,3,5,5,6,2,1,15,1.0
5,0.92,0,1,0,4,1,0,6,2,1,73,0.0
5,0.92,1,1,0,3,3,17,4,2,1,23,0.0
49,0.92,1,1,0,4,5,21,8,1,3,55,0.0
91,0.913,1,1,0,3,5,21,6,2,2,18,0.0
104,0.698,1,1,0,3,5,8,4,2,5,62,0.0
64,0.624,1,1,1,3,5,4,2,2,4,109,1.0
95,0.855,1,1,2,3,5,6,4,2,1,98,0.0
101,0.754,1,1,0,3,5,21,3,2,5,82,0.0
13,0.926,1,1,0,4,5,3,4,3,1,19,0.0
64,0.624,1,0,0,3,6,4,8,2,2,102,1.0
5,0.92,1,1,0,3,5,10,6,2,2,23,0.0
95,0.855,1,0,1,2,0,2,8,2,1,7,0.0
64,0.624,1,1,0,3,5,16,1,4,4,103,1.0
4,0.804,1,1,1,2,0,5,4,2,1,79,0.0
95,0.855,0,1,2,3,5,5,2,4,1,48,0.0
48,0.91,1,1,0,3,5,7,3,2,2,99,0.0
103,0.939,1,1,0,3,5,21,3,2,1,9,0.0
2,0.887,1,1,0,3,5,21,5,2,4,13,0.0
64,0.624,1,1,0,3,5,10,2,4,1,24,0.0
5,0.92,1,1,0,3,5,21,6,2,5,174,0.0
48,0.91,1,1,0,3,5,17,2,2,3,54,0.0
89,0.866,1,1,1,3,5,9,1,2,3,44,0.0
13,0.926,1,1,0,3,5,15,5,2,2,21,0.0
55,0.878,1,0,0,1,0,3,2,2,3,88,0.0
64,0.624,1,1,0,3,5,5,1,2,0,102,1.0
6,0.924,1,1,0,4,2,19,6,2,2,70,0.0
64,0.624,1,0,0,3,5,3,4,2,1,64,1.0
48,0.91,1,0,0,2,0,21,7,2,5,89,0.0
5,0.92,0,1,0,3,5,10,8,2,5,20,1.0
64,0.624,1,1,0,3,5,2,7,2,2,16,0.0
112,0.923,1,1,0,4,5,9,8,2,4,170,0.0
69,0.848,1,1,0,4,5,18,8,2,5,17,1.0
5,0.92,1,1,0,4,5,16,7,5,5,58,0.0
82,0.89,1,0,2,3,4,3,1,2,1,24,0.0
13,0.926,1,1,0,5,5,16,4,1,2,28,0.0
48,0.91,0,1,0,4,2,8,6,1,4,74,0.0
93,0.6659999999999999,1,1,0,4,5,16,3,2,5,160,0.0
64,0.624,1,1,0,4,5,7,4,2,1,26,0.0
64,0.624,1,1,1,3,5,7,3,2,1,3,1.0
64,0.624,1,1,0,3,5,6,3,3,1,17,1.0
49,0.92,1,1,0,3,5,21,2,3,1,20,0.0
5,0.92,1,1,0,3,5,16,8,2,2,17,1.0
5,0.92,1,1,0,4,5,5,3,2,5,60,0.0
64,0.624,1,1,0,3,5,3,3,2,1,65,0.0
49,0.92,0,1,2,3,5,14,6,2,5,39,0.0
13,0.926,2,0,0,3,5,11,3,2,1,139,0.0
99,0.884,1,1,0,5,5,21,2,3,5,58,0.0
5,0.92,1,1,0,3,5,15,8,2,5,242,0.0
5,0.92,0,1,0,3,5,2,3,4,1,124,0.0
89,0.866,1,1,0,4,5,7,6,2,1,72,0.0
5,0.92,1,1,0,3,5,21,1,2,5,47,0.0
114,0.925,0,1,0,3,5,10,6,2,5,162,1.0
78,0.8270000000000001,1,1,0,5,5,21,3,2,5,96,0.0
49,0.92,1,1,0,4,5,21,4,2,1,258,1.0
5,0.92,1,1,0,3,5,16,2,3,4,12,0.0
101,0.754,1,1,0,4,5,10,6,1,1,47,0.0
13,0.926,1,0,1,3,5,8,7,1,4,31,0.0
30,0.897,1,1,0,4,5,7,8,2,2,24,1.0
5,0.92,1,1,2,3,5,21,5,1,3,44,1.0
5,0.92,1,0,0,3,5,5,3,2,3,5,0.0
13,0.926,1,0,1,4,6,8,8,1,4,134,0.0
5,0.92,1,1,0,3,5,13,4,3,1,19,0.0
99,0.884,1,1,0,3,5,4,6,2,4,11,0.0
65,0.899,1,1,0,3,5,21,8,2,2,81,0.0
13,0.926,1,1,0,4,5,13,5,3,4,52,0.0
96,0.856,1,1,0,3,5,14,3,2,1,124,0.0
93,0.6659999999999999,1,1,0,2,0,6,2,4,1,19,0.0
64,0.624,1,1,0,3,5,7,3,2,1,29,1.0
48,0.91,1,0,1,4,5,11,7,5,5,90,0.0
48,0.91,1,1,0,3,5,10,1,2,3,56,1.0
115,0.743,1,1,0,1,0,3,1,6,1,4,0.0
30,0.897,1,1,0,5,5,11,4,2,2,200,0.0
5,0.92,1,1,2,3,5,9,3,2,4,162,0.0
64,0.624,0,1,1,4,5,0,1,2,1,29,1.0
64,0.624,1,1,0,3,5,10,3,2,1,46,1.0
7,0.794,1,1,0,3,5,5,4,5,1,6,0.0
13,0.926,1,1,0,3,5,13,2,3,3,154,0.0
99,0.884,1,1,0,3,5,21,4,2,1,10,1.0
13,0.926,1,1,0,4,2,21,4,2,1,154,0.0
5,0.92,1,1,0,3,5,10,3,2,1,49,0.0
6,0.924,1,0,1,4,5,21,5,5,2,24,0.0
13,0.926,1,1,0,3,5,9,2,2,3,10,0.0
1,0.895,1,1,0,4,5,14,3,2,3,18,0.0
116,0.698,1,1,2,4,5,10,3,3,1,37,0.0
50,0.767,1,1,0,3,5,1,4,2,1,37,0.0
120,0.925,1,1,0,3,5,4,3,2,1,46,0.0
30,0.897,1,0,2,3,1,2,6,2,2,40,0.0
48,0.91,1,1,0,3,5,21,8,2,5,56,0.0
30,0.897,1,1,0,3,5,21,3,2,5,61,0.0
5,0.92,1,1,0,3,5,21,3,2,5,35,0.0
5,0.92,1,1,0,4,5,21,6,2,1,36,0.0
101,0.754,1,1,0,3,5,21,3,2,3,124,0.0
13,0.926,1,1,0,3,1,5,2,2,4,11,0.0
42,0.698,1,0,0,3,5,1,5,1,1,165,0.0
94,0.802,1,0,0,4,2,3,6,2,1,34,0.0
48,0.91,1,1,2,3,5,6,5,2,1,65,0.0
5,0.92,1,1,0,3,5,18,4,2,1,6,0.0
64,0.624,1,1,0,3,5,9,1,4,2,54,1.0
5,0.92,1,1,0,3,4,18,8,2,5,45,0.0
5,0.92,1,1,0,3,5,18,4,3,1,13,1.0
5,0.92,1,1,0,3,6,12,5,3,1,121,0.0
95,0.855,1,1,0,4,5,15,4,3,1,55,0.0
5,0.92,1,1,0,3,5,4,8,2,1,118,0.0
103,0.939,1,1,0,3,5,20,6,2,5,40,0.0
64,0.624,1,1,1,4,5,3,3,2,1,100,1.0
1,0.895,1,1,0,4,5,14,4,2,1,83,0.0
13,0.926,1,1,0,3,5,21,4,2,5,19,0.0
5,0.92,1,1,0,3,5,11,6,2,2,41,0.0
14,0.789,1,1,0,3,5,8,3,2,1,10,0.0
4,0.804,1,1,0,4,5,14,3,2,1,28,0.0
5,0.92,1,0,0,5,5,7,8,1,5,6,1.0
5,0.92,1,1,0,3,5,10,6,5,5,12,0.0
89,0.866,1,1,0,5,5,20,8,2,5,61,0.0
64,0.624,1,1,0,3,5,6,6,2,3,97,0.0
13,0.926,1,1,0,3,5,5,4,2,3,15,0.0
64,0.624,1,1,2,3,5,6,1,2,0,236,0.0
64,0.624,1,1,0,4,5,6,2,4,1,83,0.0
5,0.92,1,1,1,3,5,6,5,2,2,4,0.0
55,0.878,1,0,2,3,5,5,8,2,1,77,0.0
5,0.92,1,1,0,3,5,20,7,2,1,110,0.0
49,0.92,1,1,0,3,5,6,3,4,1,106,0.0
30,0.897,1,1,0,4,5,3,4,3,1,59,0.0
13,0.926,1,1,0,5,5,21,4,2,2,140,0.0
48,0.91,1,1,0,2,0,1,2,2,1,140,0.0
30,0.897,1,1,0,5,5,14,3,2,3,8,0.0
1,0.895,1,1,2,2,0,13,3,2,2,172,0.0
64,0.624,1,1,0,3,5,7,3,2,4,33,0.0
99,0.884,1,1,0,3,5,6,5,2,1,134,1.0
2,0.887,1,1,0,2,0,0,5,2,4,45,0.0
13,0.926,1,1,0,4,5,16,5,2,3,72,0.0
48,0.91,1,0,0,3,5,21,3,2,5,278,0.0
5,0.92,1,1,0,3,5,14,6,2,5,66,0.0
49,0.92,1,1,0,3,5,21,5,1,5,94,0.0
82,0.89,1,0,2,3,5,8,4,3,2,108,0.0
14,0.789,1,1,1,3,5,14,8,2,1,130,0.0
5,0.92,1,1,0,4,5,21,8,2,4,35,0.0
5,0.92,1,1,0,3,5,13,8,2,3,12,0.0
41,0.6890000000000001,1,1,1,4,5,10,7,2,1,9,0.0
101,0.754,1,0,0,2,0,6,4,1,0,100,0.0
94,0.802,1,1,0,3,5,17,6,2,2,90,0.0
5,0.92,1,1,0,3,5,10,6,1,5,24,0.0
5,0.92,1,1,0,3,5,18,4,2,5,146,0.0
93,0.6659999999999999,0,1,0,3,5,10,3,2,4,54,0.0
5,0.92,0,1,0,3,5,21,8,2,5,57,0.0
5,0.92,1,1,0,3,3,11,2,3,1,75,0.0
64,0.624,1,1,0,3,4,5,2,2,3,6,1.0
82,0.89,1,1,0,2,0,14,3,2,2,39,0.0
97,0.647,1,1,0,3,5,4,5,2,1,18,0.0
104,0.698,1,1,0,3,5,6,3,2,1,100,0.0
101,0.754,1,1,2,2,0,5,2,3,2,57,0.0
5,0.92,1,1,0,3,1,9,4,2,2,75,0.0
5,0.92,1,1,0,3,5,21,4,2,4,51,1.0
70,0.939,1,1,0,5,5,21,5,2,5,9,0.0
64,0.624,0,1,0,3,5,5,5,2,1,100,1.0
64,0.624,1,1,1,3,5,3,3,2,1,86,0.0
64,0.624,1,1,0,3,5,3,4,2,1,78,0.0
11,0.55,1,1,0,3,5,3,3,2,1,7,1.0
5,0.92,0,1,0,3,5,3,8,2,1,25,0.0
38,0.84,1,1,0,3,5,3,3,2,1,41,1.0
64,0.624,1,1,0,3,5,7,4,2,1,72,1.0
5,0.92,0,1,2,3,5,15,8,6,5,65,1.0
1,0.895,1,1,0,3,5,12,3,2,3,22,0.0
93,0.6659999999999999,1,1,0,3,5,10,3,2,1,38,0.0
49,0.92,1,1,0,3,5,21,3,2,3,7,1.0
48,0.91,1,1,0,3,5,21,6,6,5,28,0.0
5,0.92,1,1,0,3,5,4,4,2,1,60,0.0
5,0.92,1,1,0,3,5,21,6,2,2,27,0.0
64,0.624,0,1,0,4,5,8,7,2,5,36,1.0
49,0.92,1,1,0,3,5,4,3,2,1,204,0.0
64,0.624,1,1,0,3,5,10,3,2,3,21,0.0
5,0.92,1,1,0,3,5,21,6,2,5,16,0.0
13,0.926,1,1,0,4,5,18,4,2,1,61,0.0
5,0.92,1,1,0,3,5,21,5,2,3,113,0.0
122,0.915,1,1,0,3,5,9,4,2,5,112,0.0
5,0.92,1,1,0,3,5,10,7,6,1,172,0.0
122,0.915,1,1,1,2,0,10,8,2,1,89,0.0
5,0.92,1,1,0,3,5,10,4,2,5,20,0.0
120,0.925,1,1,0,3,5,21,1,2,5,161,0.0
13,0.926,1,0,0,3,5,17,2,2,1,18,0.0
42,0.698,1,0,0,3,5,18,5,2,5,69,0.0
5,0.92,1,0,0,4,5,11,4,2,5,70,0.0
103,0.939,1,1,0,3,5,8,1,2,1,8,0.0
99,0.884,1,1,0,4,5,9,4,2,1,47,0.0
48,0.91,1,1,0,3,5,14,2,3,1,26,0.0
48,0.91,1,1,0,3,5,21,6,2,5,102,0.0
13,0.926,1,0,1,3,5,4,3,3,1,23,0.0
95,0.855,1,1,0,4,5,11,4,2,1,56,0.0
51,0.903,1,1,0,3,5,20,4,2,2,36,0.0
64,0.624,1,1,0,3,5,10,3,2,5,38,0.0
49,0.92,0,1,0,3,3,3,3,1,2,46,0.0
74,0.893,1,1,0,4,5,20,7,1,2,15,0.0
49,0.92,1,1,0,3,5,7,4,3,2,11,0.0
30,0.897,1,1,0,4,5,19,2,3,3,12,0.0
5,0.92,1,1,0,3,3,6,8,2,1,9,0.0
121,0.949,0,1,1,3,5,16,1,4,3,152,0.0
64,0.624,0,1,0,4,5,3,3,4,1,22,1.0
116,0.698,1,0,0,3,5,6,4,2,5,8,0.0
5,0.92,1,1,0,4,3,7,8,2,1,20,0.0
64,0.624,1,1,0,4,5,17,2,2,1,48,1.0
5,0.92,1,1,0,3,5,21,2,2,2,43,0.0
5,0.92,1,1,0,4,5,21,6,2,5,37,0.0
64,0.624,1,1,0,3,5,6,3,2,5,22,1.0
48,0.91,1,1,0,5,5,21,1,4,2,26,0.0
30,0.897,0,1,0,4,5,2,6,2,1,56,0.0
120,0.925,1,1,1,3,5,3,4,2,2,228,0.0
74,0.893,1,1,0,4,2,21,6,2,0,133,0.0
13,0.926,1,1,0,3,5,21,1,2,5,30,0.0
64,0.624,1,1,0,3,5,4,1,2,1,166,0.0
13,0.926,1,1,0,5,5,21,4,2,4,30,0.0
13,0.926,1,1,0,3,5,9,5,2,4,54,0.0
95,0.855,1,0,1,2,0,3,6,2,1,52,0.0
101,0.754,1,0,0,2,0,4,1,4,4,94,1.0
5,0.92,1,1,0,3,5,21,7,5,4,36,0.0
5,0.92,1,0,0,5,5,14,6,2,1,15,0.0
113,0.698,1,1,0,4,5,15,3,2,2,96,1.0
5,0.92,1,1,0,3,5,21,5,2,5,152,0.0
58,0.512,1,1,0,4,5,9,3,2,1,68,0.0
1,0.895,1,1,2,3,5,10,1,2,1,72,0.0
100,0.795,1,1,0,3,5,17,4,2,2,21,0.0
104,0.698,1,1,0,3,5,10,6,2,4,66,0.0
101,0.754,1,0,1,2,0,11,3,1,5,40,0.0
30,0.897,1,1,2,3,5,6,8,1,4,25,0.0
103,0.939,1,1,0,3,5,21,6,2,2,42,0.0
48,0.91,1,0,1,3,5,3,8,2,1,78,1.0
30,0.897,1,1,0,4,5,6,2,3,2,146,0.0
64,0.624,1,0,0,3,5,7,4,2,5,84,0.0
64,0.624,1,0,0,4,5,4,3,2,1,3,0.0
5,0.92,2,0,1,3,5,11,7,2,1,16,0.0
74,0.893,1,1,0,4,5,10,2,4,2,57,1.0
64,0.624,1,1,0,3,5,6,8,2,1,50,1.0
15,0.743,1,1,0,4,5,7,6,2,5,6,0.0
64,0.624,1,1,0,3,5,3,8,2,2,34,1.0
48,0.91,1,1,0,3,5,13,6,2,1,114,0.0
83,0.762,1,1,0,3,5,14,6,2,3,77,1.0
103,0.939,1,1,0,3,5,21,6,2,1,302,1.0
64,0.624,1,1,0,3,5,7,4,2,2,6,1.0
5,0.92,1,1,2,3,5,2,8,2,1,55,0.0
3,0.5579999999999999,1,1,0,3,5,3,3,4,1,57,1.0
64,0.624,1,1,0,4,5,4,4,2,1,92,1.0
5,0.92,1,1,0,3,5,8,2,3,1,57,0.0
5,0.92,1,1,0,3,5,21,6,2,5,88,0.0
64,0.624,1,1,0,4,5,4,4,2,2,37,0.0
48,0.91,1,1,2,5,5,21,6,1,5,29,0.0
5,0.92,0,1,0,3,3,4,3,3,1,162,0.0
5,0.92,1,1,0,4,5,10,1,2,1,28,0.0
31,0.836,1,1,0,2,0,10,3,2,0,150,0.0
5,0.92,1,1,0,3,5,21,6,2,2,29,0.0
49,0.92,1,1,0,3,5,20,8,6,5,45,0.0
5,0.92,0,1,0,3,2,2,3,2,1,222,0.0
64,0.624,1,0,0,4,5,2,1,4,1,95,0.0
41,0.6890000000000001,1,1,0,3,5,5,3,2,1,12,0.0
5,0.92,1,1,0,3,3,21,4,2,5,90,0.0
61,0.682,1,1,0,3,5,10,8,2,0,54,1.0
44,0.556,1,0,0,3,5,1,3,2,1,290,1.0
48,0.91,1,1,0,4,5,15,8,2,5,6,0.0
48,0.91,1,1,0,4,5,15,5,2,2,50,0.0
13,0.926,1,0,0,3,5,4,2,2,4,18,0.0
5,0.92,1,0,0,3,6,21,4,3,3,23,0.0
85,0.8959999999999999,1,0,0,3,6,15,7,2,1,17,0.0
104,0.698,1,1,0,3,5,11,8,2,2,108,0.0
103,0.939,1,1,0,3,5,21,6,2,2,22,0.0
65,0.899,1,1,0,2,0,4,4,2,2,111,0.0
5,0.92,1,1,0,3,5,12,3,2,5,38,0.0
74,0.893,1,1,0,4,5,17,6,5,1,13,0.0
13,0.926,1,1,0,2,0,14,1,2,2,77,0.0
94,0.802,1,1,0,3,5,9,2,2,5,75,0.0
99,0.884,1,1,0,4,5,16,4,2,1,25,0.0
65,0.899,1,1,0,3,5,20,5,2,5,15,0.0
64,0.624,0,1,0,4,5,3,6,5,1,6,1.0
5,0.92,1,1,0,3,5,3,6,2,1,4,0.0
112,0.923,1,0,0,3,2,3,6,2,1,51,0.0
30,0.897,1,1,0,4,5,7,4,2,4,45,0.0
5,0.92,0,1,0,3,5,21,1,3,1,134,0.0
