gender,enrolled_university,education_level,experience,company_size,company_type,last_new_job,city,city_development_index,relevent_experience,major_discipline,training_hours,target
1.0,1.0,3.0,3.0,2.0,2.0,0.0,2,0.887,0,5,54,0.0
1.0,0.0,4.0,11.0,8.0,4.0,1.0,64,0.624,1,5,16,1.0
1.0,0.0,4.0,15.0,3.0,2.0,5.0,82,0.89,1,5,26,0.0
1.0,1.0,2.0,2.0,4.0,2.0,0.0,64,0.624,0,0,302,0.0
0.0,0.0,3.0,3.0,4.0,2.0,1.0,49,0.92,0,5,77,1.0
1.0,0.0,4.0,7.0,4.0,4.0,5.0,30,0.897,1,5,50,0.0
1.0,0.0,3.0,6.0,1.0,2.0,2.0,49,0.92,1,5,29,0.0
0.0,0.0,4.0,21.0,4.0,5.0,1.0,5,0.92,1,5,109,0.0
1.0,0.0,4.0,21.0,3.0,2.0,5.0,13,0.926,1,5,33,0.0
1.0,1.0,2.0,2.0,1.0,4.0,0.0,116,0.698,0,0,43,0.0
1.0,0.0,3.0,14.0,4.0,2.0,5.0,70,0.939,1,5,39,0.0
1.0,1.0,3.0,0.0,2.0,2.0,1.0,64,0.624,0,5,4,1.0
0.0,0.0,3.0,15.0,2.0,3.0,2.0,64,0.624,1,5,112,0.0
1.0,1.0,1.0,8.0,1.0,4.0,2.0,11,0.55,1,0,62,1.0
0.0,0.0,4.0,11.0,8.0,2.0,5.0,48,0.91,1,5,52,0.0
1.0,0.0,4.0,21.0,8.0,2.0,5.0,95,0.855,1,5,70,0.0
1.0,0.0,3.0,16.0,4.0,2.0,5.0,48,0.91,1,5,30,0.0
1.0,1.0,3.0,8.0,5.0,2.0,1.0,48,0.91,0,5,52,1.0
1.0,2.0,3.0,4.0,4.0,2.0,1.0,30,0.897,1,5,106,0.0
1.0,0.0,4.0,4.0,2.0,2.0,1.0,64,0.624,1,5,22,0.0
1.0,1.0,3.0,5.0,4.0,3.0,1.0,5,0.92,0,5,58,1.0
1.0,1.0,3.0,2.0,4.0,2.0,2.0,116,0.698,0,5,145,0.0
1.0,0.0,3.0,21.0,3.0,2.0,1.0,5,0.92,0,4,9,0.0
1.0,0.0,3.0,10.0,7.0,2.0,2.0,27,0.68,0,5,32,0.0
1.0,1.0,4.0,4.0,4.0,1.0,1.0,48,0.91,0,5,184,0.0
1.0,0.0,4.0,14.0,2.0,3.0,0.0,30,0.897,1,5,4,0.0
1.0,0.0,3.0,16.0,4.0,2.0,5.0,78,0.8270000000000001,1,5,298,0.0
1.0,0.0,5.0,21.0,4.0,2.0,5.0,103,0.939,1,5,57,0.0
1.0,1.0,3.0,9.0,2.0,2.0,5.0,11,0.55,1,5,14,0.0
1.0,1.0,4.0,2.0,3.0,2.0,0.0,35,0.763,1,5,55,0.0
1.0,0.0,5.0,14.0,5.0,1.0,1.0,13,0.926,0,5,46,0.0
1.0,0.0,3.0,7.0,2.0,2.0,1.0,5,0.92,1,5,43,1.0
1.0,0.0,3.0,21.0,6.0,2.0,5.0,5,0.92,1,5,61,1.0
1.0,0.0,3.0,21.0,5.0,2.0,2.0,5,0.92,1,5,26,0.0
0.0,0.0,4.0,7.0,8.0,2.0,2.0,5,0.92,1,5,37,0.0
1.0,0.0,3.0,4.0,4.0,2.0,1.0,5,0.92,1,3,60,0.0
1.0,0.0,4.0,9.0,4.0,2.0,5.0,66,0.698,1,5,96,0.0
1.0,0.0,3.0,9.0,2.0,3.0,2.0,95,0.855,1,5,53,0.0
1.0,1.0,2.0,4.0,4.0,2.0,0.0,64,0.624,0,0,41,1.0
1.0,0.0,3.0,21.0,5.0,2.0,0.0,4,0.804,0,5,242,0.0
1.0,0.0,3.0,5.0,4.0,2.0,1.0,5,0.92,1,5,102,0.0
1.0,0.0,4.0,6.0,6.0,2.0,1.0,30,0.897,1,5,18,0.0
1.0,0.0,3.0,6.0,4.0,2.0,1.0,3,0.5579999999999999,1,5,50,1.0
1.0,0.0,3.0,4.0,4.0,2.0,0.0,83,0.762,0,5,51,1.0
1.0,0.0,5.0,21.0,3.0,2.0,3.0,13,0.926,1,5,28,0.0
1.0,2.0,3.0,2.0,1.0,2.0,1.0,64,0.624,1,5,11,1.0
1.0,1.0,3.0,7.0,6.0,2.0,4.0,5,0.92,1,5,33,0.0
1.0,0.0,3.0,21.0,8.0,2.0,2.0,48,0.91,1,5,70,0.0
1.0,0.0,3.0,21.0,3.0,3.0,2.0,13,0.926,1,2,51,0.0
1.0,1.0,2.0,2.0,3.0,2.0,1.0,11,0.55,0,0,10,0.0
1.0,0.0,4.0,7.0,4.0,2.0,3.0,116,0.698,0,5,8,0.0
0.0,0.0,4.0,19.0,8.0,2.0,0.0,114,0.925,1,5,24,0.0
1.0,0.0,4.0,11.0,8.0,2.0,3.0,48,0.91,1,5,20,0.0
1.0,1.0,2.0,6.0,3.0,2.0,1.0,82,0.89,1,0,36,0.0
1.0,0.0,4.0,15.0,3.0,2.0,2.0,48,0.91,1,5,56,0.0
0.0,0.0,3.0,9.0,3.0,2.0,1.0,48,0.91,1,5,17,0.0
0.0,0.0,3.0,18.0,5.0,2.0,1.0,5,0.92,1,5,59,0.0
1.0,0.0,2.0,19.0,4.0,3.0,1.0,5,0.92,1,0,56,0.0
1.0,1.0,3.0,5.0,6.0,2.0,0.0,47,0.843,0,5,13,1.0
0.0,1.0,3.0,2.0,2.0,2.0,1.0,48,0.91,0,5,42,1.0
1.0,0.0,3.0,18.0,3.0,2.0,1.0,5,0.92,1,5,10,1.0
1.0,0.0,3.0,8.0,3.0,2.0,1.0,95,0.855,1,5,130,0.0
1.0,0.0,3.0,9.0,4.0,2.0,3.0,5,0.92,1,5,108,0.0
1.0,1.0,4.0,5.0,5.0,2.0,1.0,30,0.897,0,2,21,0.0
1.0,1.0,3.0,4.0,5.0,2.0,1.0,116,0.698,1,5,26,1.0
1.0,0.0,3.0,17.0,3.0,3.0,1.0,5,0.92,1,5,81,1.0
1.0,1.0,3.0,3.0,4.0,1.0,2.0,117,0.691,1,5,26,0.0
1.0,1.0,3.0,1.0,5.0,2.0,0.0,44,0.556,1,5,46,0.0
2.0,1.0,4.0,7.0,4.0,2.0,1.0,95,0.855,1,5,24,0.0
1.0,0.0,3.0,4.0,4.0,2.0,0.0,64,0.624,0,5,7,0.0
1.0,0.0,2.0,0.0,4.0,2.0,0.0,101,0.754,1,0,23,0.0
1.0,0.0,4.0,8.0,6.0,1.0,3.0,49,0.92,1,5,57,0.0
1.0,0.0,3.0,21.0,8.0,2.0,1.0,5,0.92,1,5,77,0.0
1.0,1.0,3.0,3.0,8.0,2.0,1.0,21,0.738,1,5,24,0.0
1.0,1.0,4.0,1.0,3.0,2.0,1.0,64,0.624,1,5,8,1.0
1.0,0.0,1.0,3.0,4.0,2.0,0.0,48,0.91,0,0,48,0.0
1.0,0.0,3.0,1.0,6.0,1.0,1.0,13,0.926,1,5,46,0.0
1.0,1.0,2.0,6.0,6.0,2.0,2.0,5,0.92,1,0,8,1.0
1.0,0.0,3.0,21.0,5.0,2.0,2.0,48,0.91,1,5,152,1.0
1.0,0.0,4.0,7.0,8.0,2.0,1.0,13,0.926,0,6,19,0.0
1.0,0.0,3.0,21.0,5.0,2.0,4.0,5,0.92,1,5,21,0.0
1.0,0.0,2.0,5.0,8.0,2.0,0.0,70,0.939,1,0,210,0.0
1.0,0.0,3.0,9.0,7.0,2.0,1.0,61,0.682,1,5,28,0.0
1.0,0.0,3.0,3.0,3.0,2.0,1.0,5,0.92,1,5,10,1.0
1.0,0.0,4.0,21.0,4.0,2.0,1.0,5,0.92,1,1,170,1.0
0.0,0.0,3.0,18.0,4.0,2.0,5.0,4,0.804,0,5,72,0.0
1.0,0.0,3.0,3.0,5.0,1.0,3.0,93,0.6659999999999999,0,5,44,0.0
1.0,0.0,4.0,20.0,6.0,5.0,5.0,5,0.92,1,3,69,0.0
1.0,0.0,4.0,21.0,4.0,2.0,1.0,13,0.926,1,5,22,0.0
1.0,0.0,3.0,18.0,4.0,2.0,1.0,89,0.866,1,5,36,0.0
0.0,0.0,3.0,6.0,2.0,2.0,0.0,64,0.624,1,5,22,1.0
1.0,0.0,3.0,21.0,4.0,2.0,1.0,4,0.804,0,5,89,1.0
1.0,0.0,4.0,21.0,8.0,2.0,0.0,13,0.926,1,5,57,0.0
1.0,0.0,5.0,16.0,4.0,2.0,1.0,6,0.924,0,5,332,1.0
1.0,0.0,3.0,3.0,3.0,4.0,1.0,13,0.926,1,5,88,0.0
1.0,1.0,1.0,7.0,5.0,2.0,1.0,36,0.727,0,0,22,1.0
1.0,0.0,3.0,5.0,6.0,2.0,0.0,82,0.89,0,5,29,0.0
0.0,1.0,3.0,5.0,4.0,2.0,2.0,49,0.92,1,5,23,0.0
1.0,0.0,3.0,2.0,4.0,4.0,2.0,64,0.624,1,5,51,1.0
1.0,2.0,2.0,6.0,6.0,2.0,4.0,1,0.895,1,0,22,0.0
1.0,0.0,3.0,21.0,4.0,2.0,4.0,5,0.92,1,5,35,0.0
1.0,0.0,3.0,3.0,2.0,2.0,2.0,95,0.855,1,5,15,0.0
1.0,0.0,3.0,3.0,8.0,2.0,1.0,13,0.926,0,5,27,0.0
1.0,0.0,4.0,11.0,3.0,4.0,0.0,5,0.92,1,5,314,0.0
1.0,0.0,3.0,21.0,3.0,2.0,4.0,48,0.91,1,1,54,0.0
0.0,0.0,3.0,2.0,8.0,2.0,1.0,64,0.624,1,5,14,1.0
1.0,0.0,4.0,19.0,3.0,2.0,1.0,13,0.926,1,5,25,0.0
0.0,0.0,5.0,21.0,4.0,3.0,2.0,120,0.925,1,5,28,0.0
1.0,0.0,3.0,3.0,2.0,3.0,1.0,64,0.624,1,5,57,0.0
1.0,0.0,3.0,19.0,1.0,2.0,1.0,93,0.6659999999999999,1,3,334,0.0
1.0,0.0,3.0,21.0,8.0,2.0,5.0,5,0.92,1,5,56,0.0
1.0,0.0,3.0,15.0,1.0,2.0,5.0,103,0.939,0,5,114,0.0
1.0,2.0,3.0,3.0,1.0,2.0,1.0,102,0.579,1,5,20,1.0
1.0,0.0,4.0,21.0,4.0,2.0,5.0,5,0.92,1,5,32,0.0
1.0,0.0,3.0,21.0,4.0,2.0,2.0,13,0.926,0,5,7,0.0
1.0,1.0,3.0,3.0,3.0,2.0,1.0,94,0.802,1,6,25,0.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,5,0.92,0,5,86,1.0
1.0,0.0,3.0,7.0,3.0,3.0,4.0,101,0.754,1,5,99,0.0
1.0,1.0,3.0,8.0,8.0,2.0,2.0,64,0.624,1,5,20,1.0
1.0,0.0,2.0,8.0,8.0,2.0,5.0,48,0.91,0,0,188,1.0
1.0,0.0,3.0,21.0,5.0,2.0,2.0,48,0.91,1,5,110,0.0
1.0,0.0,4.0,8.0,3.0,2.0,3.0,64,0.624,1,5,57,1.0
1.0,0.0,3.0,3.0,1.0,1.0,1.0,83,0.762,1,5,38,1.0
0.0,2.0,3.0,6.0,3.0,3.0,1.0,63,0.7959999999999999,1,5,18,0.0
1.0,1.0,3.0,4.0,7.0,2.0,1.0,49,0.92,1,5,28,0.0
1.0,0.0,4.0,11.0,6.0,2.0,2.0,30,0.897,0,5,8,0.0
1.0,1.0,3.0,0.0,2.0,2.0,1.0,64,0.624,1,5,100,1.0
1.0,0.0,3.0,15.0,8.0,2.0,1.0,5,0.92,1,5,8,0.0
1.0,0.0,3.0,8.0,2.0,2.0,2.0,5,0.92,1,5,26,0.0
1.0,0.0,3.0,21.0,5.0,3.0,2.0,5,0.92,1,5,55,0.0
1.0,1.0,2.0,5.0,3.0,1.0,2.0,13,0.926,1,0,163,0.0
1.0,0.0,3.0,14.0,8.0,2.0,4.0,48,0.91,1,5,51,0.0
1.0,2.0,3.0,15.0,4.0,1.0,1.0,5,0.92,1,5,106,0.0
1.0,0.0,3.0,2.0,7.0,2.0,1.0,74,0.893,0,5,45,1.0
1.0,1.0,4.0,4.0,4.0,2.0,1.0,31,0.836,0,5,15,1.0
1.0,1.0,3.0,9.0,2.0,3.0,1.0,13,0.926,0,5,28,0.0
1.0,2.0,3.0,17.0,5.0,2.0,2.0,95,0.855,0,5,19,0.0
0.0,1.0,4.0,5.0,5.0,1.0,1.0,5,0.92,0,5,86,1.0
1.0,0.0,3.0,13.0,4.0,2.0,5.0,5,0.92,1,5,140,0.0
1.0,0.0,3.0,4.0,3.0,2.0,2.0,99,0.884,1,5,26,1.0
1.0,0.0,3.0,8.0,7.0,2.0,1.0,91,0.913,1,5,141,0.0
1.0,2.0,3.0,4.0,7.0,2.0,1.0,107,0.698,0,5,46,1.0
1.0,0.0,3.0,5.0,8.0,2.0,1.0,64,0.624,0,5,17,0.0
1.0,1.0,4.0,2.0,3.0,2.0,1.0,64,0.624,1,5,48,1.0
1.0,0.0,3.0,7.0,1.0,4.0,1.0,5,0.92,1,5,324,0.0
1.0,0.0,3.0,6.0,5.0,3.0,1.0,55,0.878,0,0,60,0.0
1.0,0.0,3.0,5.0,6.0,3.0,1.0,5,0.92,0,5,89,1.0
1.0,0.0,3.0,21.0,4.0,2.0,2.0,48,0.91,1,5,134,0.0
1.0,0.0,3.0,14.0,4.0,2.0,4.0,86,0.74,1,5,84,0.0
1.0,0.0,4.0,7.0,8.0,2.0,1.0,5,0.92,1,5,9,1.0
1.0,0.0,3.0,21.0,8.0,2.0,2.0,5,0.92,1,1,36,0.0
0.0,0.0,3.0,7.0,8.0,2.0,2.0,5,0.92,0,5,31,0.0
1.0,1.0,3.0,1.0,2.0,6.0,0.0,5,0.92,0,5,26,0.0
1.0,0.0,3.0,6.0,8.0,2.0,2.0,61,0.682,1,5,10,0.0
1.0,0.0,3.0,14.0,1.0,2.0,4.0,47,0.843,1,5,210,0.0
1.0,2.0,3.0,7.0,2.0,2.0,2.0,101,0.754,1,5,136,1.0
0.0,2.0,4.0,21.0,8.0,2.0,5.0,5,0.92,0,3,9,0.0
1.0,0.0,4.0,21.0,5.0,3.0,2.0,5,0.92,1,5,20,1.0
1.0,0.0,3.0,5.0,3.0,2.0,1.0,11,0.55,1,5,86,0.0
1.0,1.0,3.0,1.0,4.0,2.0,0.0,106,0.579,0,3,118,0.0
1.0,0.0,3.0,11.0,5.0,2.0,4.0,106,0.579,1,2,52,0.0
1.0,0.0,3.0,21.0,5.0,2.0,5.0,5,0.92,0,5,66,1.0
1.0,0.0,3.0,5.0,4.0,2.0,1.0,5,0.92,1,5,5,0.0
1.0,0.0,3.0,2.0,4.0,2.0,1.0,30,0.897,1,5,56,0.0
1.0,0.0,4.0,4.0,8.0,2.0,1.0,5,0.92,1,5,57,0.0
1.0,0.0,2.0,1.0,5.0,2.0,0.0,13,0.926,0,0,85,0.0
1.0,1.0,3.0,3.0,1.0,3.0,1.0,2,0.887,0,5,10,1.0
1.0,0.0,3.0,21.0,3.0,2.0,5.0,48,0.91,1,5,86,0.0
1.0,1.0,4.0,6.0,2.0,2.0,1.0,0,0.847,1,5,3,0.0
1.0,0.0,4.0,18.0,8.0,2.0,1.0,112,0.923,1,6,44,0.0
1.0,0.0,1.0,1.0,5.0,2.0,0.0,31,0.836,0,0,34,0.0
1.0,0.0,3.0,15.0,4.0,2.0,1.0,5,0.92,1,1,84,0.0
1.0,0.0,3.0,2.0,2.0,3.0,2.0,49,0.92,1,5,91,0.0
1.0,1.0,2.0,9.0,4.0,3.0,1.0,112,0.923,1,0,56,0.0
0.0,0.0,3.0,9.0,6.0,2.0,1.0,64,0.624,1,5,15,0.0
1.0,0.0,3.0,14.0,4.0,5.0,1.0,5,0.92,1,5,44,1.0
1.0,0.0,3.0,21.0,3.0,2.0,5.0,5,0.92,1,5,9,0.0
1.0,1.0,2.0,1.0,3.0,3.0,0.0,64,0.624,0,0,104,1.0
1.0,1.0,3.0,1.0,5.0,3.0,1.0,113,0.698,0,5,81,1.0
1.0,1.0,3.0,5.0,2.0,2.0,1.0,120,0.925,1,5,118,1.0
0.0,1.0,4.0,3.0,4.0,2.0,0.0,64,0.624,0,5,94,1.0
1.0,0.0,3.0,6.0,8.0,2.0,1.0,48,0.91,1,5,14,0.0
1.0,2.0,3.0,4.0,1.0,2.0,1.0,95,0.855,1,5,141,0.0
1.0,0.0,4.0,14.0,3.0,2.0,4.0,13,0.926,1,5,334,0.0
1.0,1.0,3.0,7.0,6.0,2.0,1.0,49,0.92,1,5,148,1.0
1.0,0.0,3.0,10.0,5.0,2.0,5.0,64,0.624,1,2,81,1.0
1.0,0.0,2.0,21.0,8.0,2.0,4.0,48,0.91,1,0,14,0.0
1.0,1.0,3.0,6.0,2.0,2.0,0.0,7,0.794,1,5,62,0.0
0.0,1.0,3.0,4.0,4.0,2.0,0.0,11,0.55,0,5,25,0.0
1.0,0.0,3.0,6.0,6.0,1.0,1.0,49,0.92,1,5,26,0.0
1.0,0.0,2.0,3.0,5.0,2.0,0.0,95,0.855,0,0,12,1.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,49,0.92,1,5,84,1.0
1.0,0.0,2.0,2.0,4.0,3.0,0.0,64,0.624,0,0,20,1.0
1.0,1.0,3.0,15.0,1.0,2.0,3.0,87,0.856,1,5,332,0.0
1.0,0.0,4.0,21.0,5.0,2.0,2.0,5,0.92,1,5,97,1.0
1.0,1.0,3.0,11.0,3.0,2.0,4.0,5,0.92,0,5,130,1.0
1.0,0.0,3.0,11.0,8.0,2.0,2.0,64,0.624,1,5,124,0.0
1.0,0.0,3.0,16.0,1.0,2.0,5.0,4,0.804,1,5,258,0.0
1.0,0.0,4.0,12.0,3.0,2.0,0.0,4,0.804,1,5,26,1.0
1.0,0.0,3.0,2.0,6.0,2.0,0.0,41,0.6890000000000001,0,0,21,0.0
1.0,0.0,4.0,11.0,5.0,2.0,1.0,42,0.698,1,0,190,0.0
1.0,0.0,4.0,8.0,8.0,1.0,1.0,64,0.624,1,5,5,1.0
1.0,0.0,4.0,15.0,8.0,2.0,1.0,13,0.926,1,5,3,0.0
1.0,1.0,2.0,4.0,2.0,2.0,1.0,122,0.915,0,0,192,0.0
1.0,0.0,4.0,7.0,3.0,2.0,2.0,5,0.92,0,5,53,0.0
1.0,1.0,4.0,2.0,3.0,2.0,1.0,15,0.743,1,5,4,0.0
0.0,0.0,4.0,8.0,5.0,2.0,0.0,77,0.7759999999999999,1,5,101,0.0
1.0,0.0,4.0,2.0,2.0,2.0,1.0,15,0.743,0,3,198,1.0
1.0,0.0,3.0,14.0,3.0,2.0,5.0,5,0.92,1,5,66,1.0
1.0,0.0,3.0,6.0,5.0,2.0,2.0,5,0.92,1,5,224,1.0
1.0,0.0,4.0,10.0,2.0,2.0,1.0,105,0.83,1,5,45,0.0
1.0,0.0,4.0,1.0,6.0,3.0,1.0,99,0.884,0,5,206,0.0
1.0,0.0,3.0,5.0,3.0,2.0,1.0,64,0.624,1,5,264,0.0
1.0,0.0,3.0,6.0,3.0,1.0,2.0,78,0.8270000000000001,1,0,23,0.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,5,0.92,1,6,48,1.0
1.0,0.0,3.0,9.0,2.0,2.0,2.0,5,0.92,1,5,66,0.0
1.0,1.0,3.0,3.0,3.0,3.0,1.0,5,0.92,1,5,52,0.0
0.0,0.0,3.0,10.0,8.0,2.0,2.0,95,0.855,1,5,35,0.0
1.0,1.0,1.0,3.0,4.0,2.0,1.0,74,0.893,0,0,22,0.0
1.0,0.0,3.0,21.0,4.0,2.0,1.0,64,0.624,1,5,22,1.0
1.0,0.0,4.0,12.0,6.0,2.0,1.0,27,0.68,1,5,21,0.0
1.0,0.0,3.0,8.0,3.0,3.0,1.0,5,0.92,0,5,89,0.0
1.0,2.0,3.0,7.0,7.0,2.0,2.0,64,0.624,0,5,109,0.0
1.0,1.0,3.0,9.0,8.0,2.0,5.0,64,0.624,1,5,91,1.0
0.0,1.0,3.0,3.0,5.0,2.0,2.0,49,0.92,0,5,61,0.0
1.0,1.0,3.0,21.0,4.0,2.0,5.0,48,0.91,1,5,146,0.0
1.0,0.0,3.0,16.0,2.0,2.0,2.0,2,0.887,1,5,202,0.0
1.0,0.0,3.0,16.0,1.0,2.0,5.0,49,0.92,0,5,39,0.0
1.0,2.0,2.0,3.0,4.0,2.0,0.0,83,0.762,0,0,72,0.0
1.0,0.0,4.0,5.0,1.0,3.0,1.0,48,0.91,1,5,60,0.0
1.0,1.0,3.0,11.0,6.0,2.0,1.0,64,0.624,1,5,134,0.0
1.0,2.0,4.0,9.0,1.0,3.0,1.0,2,0.887,1,3,24,0.0
1.0,0.0,3.0,18.0,5.0,2.0,1.0,76,0.898,1,5,220,0.0
1.0,1.0,3.0,0.0,5.0,2.0,1.0,74,0.893,1,5,50,0.0
1.0,1.0,3.0,6.0,1.0,2.0,5.0,48,0.91,1,5,14,0.0
1.0,0.0,2.0,17.0,8.0,2.0,1.0,48,0.91,1,0,12,0.0
1.0,0.0,2.0,5.0,3.0,2.0,0.0,48,0.91,0,0,66,0.0
1.0,0.0,3.0,21.0,5.0,2.0,2.0,103,0.939,1,6,41,0.0
1.0,0.0,3.0,9.0,8.0,2.0,0.0,64,0.624,1,5,80,1.0
1.0,0.0,3.0,21.0,4.0,5.0,5.0,5,0.92,1,5,90,0.0
1.0,0.0,3.0,21.0,4.0,1.0,1.0,5,0.92,1,5,142,0.0
1.0,0.0,3.0,0.0,8.0,2.0,1.0,5,0.92,0,5,151,1.0
1.0,0.0,3.0,8.0,3.0,4.0,1.0,48,0.91,1,5,82,0.0
1.0,0.0,3.0,21.0,6.0,1.0,5.0,101,0.754,1,5,28,0.0
1.0,0.0,4.0,18.0,6.0,6.0,4.0,83,0.762,1,5,51,0.0
1.0,0.0,3.0,19.0,4.0,2.0,1.0,6,0.924,1,5,59,0.0
1.0,0.0,3.0,8.0,1.0,2.0,2.0,5,0.92,1,5,155,0.0
1.0,0.0,2.0,3.0,4.0,2.0,0.0,7,0.794,0,0,14,0.0
1.0,0.0,3.0,5.0,4.0,2.0,2.0,5,0.92,1,5,26,0.0
1.0,0.0,3.0,21.0,7.0,2.0,5.0,49,0.92,0,5,23,1.0
1.0,0.0,3.0,9.0,2.0,2.0,1.0,93,0.6659999999999999,1,5,107,0.0
0.0,0.0,4.0,2.0,4.0,3.0,1.0,49,0.92,1,5,40,0.0
1.0,0.0,4.0,7.0,4.0,2.0,5.0,64,0.624,1,5,111,1.0
1.0,0.0,4.0,21.0,4.0,2.0,5.0,5,0.92,1,5,59,1.0
1.0,0.0,4.0,14.0,4.0,2.0,2.0,5,0.92,1,5,17,0.0
1.0,1.0,3.0,6.0,8.0,2.0,1.0,13,0.926,0,5,16,0.0
2.0,0.0,3.0,16.0,1.0,2.0,3.0,112,0.923,1,5,89,0.0
1.0,0.0,4.0,21.0,7.0,2.0,5.0,121,0.949,1,5,48,1.0
1.0,0.0,4.0,21.0,1.0,2.0,5.0,30,0.897,1,5,75,0.0
1.0,2.0,3.0,2.0,7.0,2.0,2.0,95,0.855,1,2,42,0.0
0.0,0.0,4.0,15.0,4.0,2.0,5.0,58,0.512,1,5,75,0.0
1.0,0.0,4.0,21.0,8.0,2.0,5.0,13,0.926,1,5,42,1.0
1.0,0.0,4.0,21.0,3.0,2.0,2.0,5,0.92,1,5,28,0.0
1.0,0.0,3.0,11.0,1.0,2.0,1.0,48,0.91,1,5,32,0.0
1.0,1.0,3.0,2.0,4.0,3.0,1.0,5,0.92,0,5,224,1.0
1.0,0.0,3.0,0.0,4.0,2.0,1.0,95,0.855,1,3,78,0.0
1.0,0.0,3.0,5.0,4.0,2.0,2.0,64,0.624,1,5,86,0.0
1.0,0.0,3.0,2.0,2.0,2.0,1.0,24,0.527,0,5,111,0.0
0.0,2.0,3.0,1.0,6.0,2.0,0.0,24,0.527,0,5,86,0.0
1.0,0.0,2.0,6.0,4.0,2.0,1.0,13,0.926,0,0,18,0.0
1.0,0.0,1.0,21.0,2.0,2.0,3.0,1,0.895,1,0,300,0.0
1.0,0.0,3.0,4.0,6.0,2.0,2.0,91,0.913,1,6,6,0.0
1.0,0.0,3.0,3.0,2.0,2.0,5.0,117,0.691,1,5,18,0.0
1.0,0.0,3.0,9.0,6.0,2.0,1.0,64,0.624,1,5,38,1.0
1.0,0.0,2.0,5.0,6.0,2.0,0.0,13,0.926,1,0,56,0.0
1.0,0.0,4.0,11.0,4.0,3.0,0.0,13,0.926,0,5,18,1.0
1.0,0.0,4.0,11.0,4.0,2.0,3.0,55,0.878,1,5,112,0.0
1.0,1.0,3.0,10.0,8.0,2.0,2.0,48,0.91,1,5,17,0.0
1.0,0.0,3.0,10.0,4.0,2.0,2.0,94,0.802,1,6,27,0.0
1.0,0.0,3.0,21.0,4.0,1.0,5.0,5,0.92,1,5,39,0.0
1.0,0.0,4.0,9.0,1.0,3.0,3.0,121,0.949,1,5,24,0.0
1.0,2.0,3.0,19.0,4.0,1.0,1.0,31,0.836,1,5,4,0.0
1.0,0.0,3.0,18.0,3.0,2.0,4.0,5,0.92,1,4,10,0.0
1.0,0.0,4.0,21.0,2.0,2.0,3.0,13,0.926,1,5,136,0.0
1.0,0.0,4.0,9.0,6.0,2.0,2.0,15,0.743,1,5,73,0.0
1.0,1.0,2.0,5.0,4.0,2.0,1.0,48,0.91,0,0,34,1.0
1.0,0.0,3.0,5.0,3.0,2.0,2.0,85,0.8959999999999999,1,5,42,0.0
1.0,0.0,3.0,11.0,6.0,2.0,5.0,55,0.878,0,0,73,0.0
1.0,1.0,3.0,9.0,5.0,1.0,2.0,49,0.92,1,5,11,0.0
1.0,0.0,3.0,6.0,5.0,2.0,0.0,5,0.92,1,0,25,0.0
1.0,0.0,3.0,15.0,4.0,3.0,5.0,5,0.92,1,1,102,0.0
1.0,1.0,3.0,3.0,6.0,2.0,0.0,64,0.624,0,5,53,1.0
1.0,2.0,3.0,5.0,1.0,2.0,3.0,2,0.887,0,5,20,0.0
1.0,2.0,3.0,15.0,4.0,2.0,2.0,49,0.92,0,5,20,0.0
1.0,1.0,3.0,6.0,5.0,2.0,1.0,5,0.92,0,5,47,0.0
1.0,1.0,3.0,6.0,3.0,2.0,1.0,4,0.804,1,5,102,1.0
1.0,0.0,2.0,5.0,4.0,2.0,0.0,64,0.624,0,0,178,0.0
1.0,0.0,4.0,12.0,5.0,3.0,1.0,5,0.92,1,5,1,1.0
1.0,0.0,3.0,21.0,4.0,2.0,5.0,5,0.92,1,5,6,1.0
1.0,0.0,3.0,10.0,8.0,2.0,5.0,64,0.624,1,5,166,1.0
1.0,1.0,4.0,8.0,4.0,2.0,5.0,95,0.855,1,5,204,0.0
1.0,1.0,4.0,21.0,1.0,2.0,0.0,93,0.6659999999999999,1,5,98,0.0
1.0,2.0,3.0,4.0,2.0,2.0,1.0,46,0.7659999999999999,0,5,9,0.0
1.0,1.0,3.0,3.0,2.0,2.0,1.0,3,0.5579999999999999,0,5,67,1.0
0.0,2.0,3.0,8.0,8.0,2.0,1.0,5,0.92,1,5,43,0.0
1.0,0.0,4.0,12.0,5.0,2.0,1.0,66,0.698,1,5,11,0.0
1.0,0.0,1.0,7.0,4.0,2.0,0.0,5,0.92,0,0,28,0.0
1.0,0.0,3.0,6.0,8.0,2.0,1.0,5,0.92,0,5,39,0.0
1.0,0.0,1.0,9.0,6.0,1.0,0.0,5,0.92,0,0,42,0.0
1.0,0.0,3.0,5.0,8.0,2.0,2.0,5,0.92,1,5,17,0.0
1.0,1.0,3.0,1.0,4.0,2.0,0.0,116,0.698,0,5,12,1.0
1.0,1.0,2.0,2.0,6.0,2.0,0.0,85,0.8959999999999999,0,0,54,0.0
1.0,1.0,2.0,3.0,3.0,3.0,1.0,6,0.924,0,0,17,0.0
1.0,1.0,3.0,3.0,3.0,1.0,0.0,30,0.897,0,5,26,0.0
1.0,0.0,3.0,1.0,5.0,2.0,1.0,64,0.624,1,5,10,1.0
